FilePath	TopLevelGroup	Folder	TouchedInCurrentWave	AddedLines	RemovedLines	NetLines	ProgressStatus
.claude/settings.local.json	.claude	.claude	no	0	0	0	not-started
.env.example	.env.example	(root)	no	0	0	0	not-started
.github/pull_request_template.md	.github	.github	no	0	0	0	not-started
.github/workflows/ios-setup-checks.yml	.github	.github/workflows	no	0	0	0	not-started
.github/workflows/mock-runtime-checks.yml	.github	.github/workflows	yes	6	6	0	hardening-started
.gitignore	.gitignore	(root)	no	0	0	0	not-started
AGENTS.md	AGENTS.md	(root)	no	0	0	0	not-started
CONTRIBUTING.md	CONTRIBUTING.md	(root)	no	0	0	0	not-started
LICENSE	LICENSE	(root)	no	0	0	0	not-started
README.md	README.md	(root)	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexAgentAdapter.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexAppServerStderrOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexConnectionLifecycleOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexMessageDispatchOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexThreadInteractionOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexThreadManagementOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/CodexThreadStreamStateOwner.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Adapters/OpenCodeAgentAdapter.ts	apps	apps/ServerApplication/Source/Agents/Adapters	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/AgentRuntimeOwner.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/CliOptions.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Registry.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/ThreadAdapterResolver.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/ThreadIndex.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/ThreadStreamStateChangedContract.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Agents/Types.ts	apps	apps/ServerApplication/Source/Agents	no	0	0	0	not-started
apps/ServerApplication/Source/Application/Bootstrap/ServerBootstrapUtilityOwner.ts	apps	apps/ServerApplication/Source/Application/Bootstrap	no	0	0	0	not-started
apps/ServerApplication/Source/Application/Bootstrap/ServerLifecycleCoordinator.ts	apps	apps/ServerApplication/Source/Application/Bootstrap	no	0	0	0	not-started
apps/ServerApplication/Source/Application/Bootstrap/ThreadListCacheInvalidationOwner.ts	apps	apps/ServerApplication/Source/Application/Bootstrap	no	0	0	0	not-started
apps/ServerApplication/Source/Application/Configuration/ServerRuntimeConfiguration.ts	apps	apps/ServerApplication/Source/Application/Configuration	no	0	0	0	not-started
apps/ServerApplication/Source/Application/ServerBootstrap.ts	apps	apps/ServerApplication/Source/Application	no	0	0	0	not-started
apps/ServerApplication/Source/Application/StateManagement/RuntimeStateOwner.ts	apps	apps/ServerApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/ServerApplication/Source/Application/ThreadStreamStateChangedHistoryBatchOwner.ts	apps	apps/ServerApplication/Source/Application	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/Activity/ActivityHistoryService.ts	apps	apps/ServerApplication/Source/Modules/Activity	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/Debugging/ClientErrorStore.ts	apps	apps/ServerApplication/Source/Modules/Debugging	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/NtfyNotifier.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/PushReceiptStore.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/PushSendStore.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/PushService.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/PushStatePath.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/PushNotifications/PushStore.ts	apps	apps/ServerApplication/Source/Modules/PushNotifications	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/Threads/CompletionDetector.ts	apps	apps/ServerApplication/Source/Modules/Threads	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/Threads/ThreadCompletionNotificationService.ts	apps	apps/ServerApplication/Source/Modules/Threads	no	0	0	0	not-started
apps/ServerApplication/Source/Modules/Threads/ThreadOwner.ts	apps	apps/ServerApplication/Source/Modules/Threads	no	0	0	0	not-started
apps/ServerApplication/Source/Network/BrowserSessionAuthOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/EventLoopLagObservabilityOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/EventStreamClientRegistry.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/PushDispatchConcurrencyCoordinator.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/PushMutationConcurrencyCoordinator.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/PushTestPayloadOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/RequestObservabilityOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/RequestPathContracts.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/RequestSchemas/HttpSchemas.ts	apps	apps/ServerApplication/Source/Network/RequestSchemas	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/AgentRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/CapabilityRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugClientErrorRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugFileDownload.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugHistoryRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugReplayFrameParser.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugReplayRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugRouteContracts.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugTraceRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/DebugTypes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/PushRouteContracts.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/PushRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/PushTestRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/RuntimeRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadCollectionListQueryOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadCollectionRouteContracts.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadCollectionRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberArchiveMutationRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberInteractionMutationRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberMessageMutationRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberMutationRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberReadRouteOwner.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberRouteContracts.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadMemberRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/Routes/ThreadRoutes.ts	apps	apps/ServerApplication/Source/Network/Routes	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerErrorEventRecorder.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerObservabilitySnapshotOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerRequestErrorResponder.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerRequestHandler.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerRequestUtilityOwner.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ServerTransportErrorClassifier.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ThreadConcurrencyCoordinator.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ThreadListAggregationCache.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Network/ThreadStreamDeltaEventPublisher.ts	apps	apps/ServerApplication/Source/Network	no	0	0	0	not-started
apps/ServerApplication/Source/Shared/Logging/Logger.ts	apps	apps/ServerApplication/Source/Shared/Logging	no	0	0	0	not-started
apps/ServerApplication/Tests/ActivityHistoryService.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/AgentRegistry.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/AgentRuntimeOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/BrowserSessionAuthOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/CliOptions.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ClientErrorStore.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/CodexConnectionLifecycleOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/CodexThreadManagementOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/CodexThreadStreamStateOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/CompletionDetector.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/DebugFileDownload.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/DebugReplayFrameParser.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/EventLoopLagObservabilityOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/EventStreamClientRegistry.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/HttpRoutesAuthentication.integration.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/HttpRoutesDebug.integration.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/HttpRoutesIntegrationEnvironment.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/HttpRoutesPush.integration.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/HttpSchemas.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/Logger.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/NtfyNotifier.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushDispatchConcurrencyCoordinator.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushMutationConcurrencyCoordinator.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushReceiptStore.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushRoutes.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushSendStore.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushService.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushStatePath.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushStore.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushTestPayloadOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/PushTestRouteOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/RequestObservabilityOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/RequestPathContracts.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/RuntimeStateOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerBootstrapUtilityOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerErrorEventRecorder.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerLifecycleCoordinator.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerObservabilitySnapshotOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerRequestErrorResponder.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerRequestHandler.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerRequestUtilityOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerRuntimeConfiguration.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ServerTransportErrorClassifier.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadAdapterResolver.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadCollectionRoutes.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadCompletionNotificationService.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadConcurrencyCoordinator.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadIndex.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadListAggregationCache.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadListCacheInvalidationOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadMemberMutationRouteOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadMemberReadRouteOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadMemberRoutes.integration.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadRoutes.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadStreamDeltaEventPublisher.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/Tests/ThreadStreamStateChangedHistoryBatchOwner.test.ts	apps	apps/ServerApplication/Tests	no	0	0	0	not-started
apps/ServerApplication/package.json	apps	apps/ServerApplication	no	0	0	0	not-started
apps/ServerApplication/tsconfig.json	apps	apps/ServerApplication	no	0	0	0	not-started
apps/ServerApplication/vitest.config.ts	apps	apps/ServerApplication	no	0	0	0	not-started
apps/WebApplication/Source/App.tsx	apps	apps/WebApplication/Source	no	0	0	0	not-started
apps/WebApplication/Source/Application/Boot/InstallClientErrorReporter.ts	apps	apps/WebApplication/Source/Application/Boot	no	0	0	0	not-started
apps/WebApplication/Source/Application/Boot/ServiceWorkerControllerChangeReloadOwner.ts	apps	apps/WebApplication/Source/Application/Boot	no	0	0	0	not-started
apps/WebApplication/Source/Application/Configuration/ApplicationBehaviorConfiguration.ts	apps	apps/WebApplication/Source/Application/Configuration	no	0	0	0	not-started
apps/WebApplication/Source/Application/DataAccess/WebShellApi.ts	apps	apps/WebApplication/Source/Application/DataAccess	no	0	0	0	not-started
apps/WebApplication/Source/Application/DomainModel/ApiAuthenticationErrorClassifier.ts	apps	apps/WebApplication/Source/Application/DomainModel	no	0	0	0	not-started
apps/WebApplication/Source/Application/DomainModel/ApplicationRouteStateMapper.ts	apps	apps/WebApplication/Source/Application/DomainModel	no	0	0	0	not-started
apps/WebApplication/Source/Application/DomainModel/DateValueFormatter.ts	apps	apps/WebApplication/Source/Application/DomainModel	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/ApiSessionBootstrapCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/ApplicationConversationStateDerivation.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	45	0	45	hardening-started
apps/WebApplication/Source/Application/StateManagement/ApplicationModelOptionDerivation.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	29	0	29	hardening-started
apps/WebApplication/Source/Application/StateManagement/ApplicationSystemHealthDerivation.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	26	0	26	hardening-started
